ID,DATASET,FOLD,PREPROC,ALGORITHM,MODE,ORDER,ALPHA,PRE,REC,SPE,F1,GEO,IBA
new-thyroid__train_SGD,new-thyroid,1,_train,SGD,PCA,NONE,NONE,0.14,0.12,0.88,0.13,0.13,0.11
new-thyroid__SMOTE_RF,new-thyroid,1,_SMOTE,RF,PCA,NONE,NONE,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__SMOTE_KNN,new-thyroid,1,_SMOTE,KNN,PCA,NONE,NONE,0.12,0.12,0.87,0.12,0.13,0.11
new-thyroid__SMOTE_DTREE,new-thyroid,1,_SMOTE,DTREE,PCA,NONE,NONE,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__SMOTE_GNB,new-thyroid,1,_SMOTE,GNB,PCA,NONE,NONE,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__SMOTE_LRG,new-thyroid,1,_SMOTE,LRG,PCA,NONE,NONE,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__SMOTE_ABC,new-thyroid,1,_SMOTE,ABC,PCA,NONE,NONE,0.12,0.12,0.86,0.12,0.13,0.11
new-thyroid__SMOTE_MLP,new-thyroid,1,_SMOTE,MLP,PCA,NONE,NONE,0.14,0.12,0.87,0.13,0.13,0.11
new-thyroid__SMOTE_QDA,new-thyroid,1,_SMOTE,QDA,PCA,NONE,NONE,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__SMOTE_SVM,new-thyroid,1,_SMOTE,SVM,PCA,NONE,NONE,0.16,0.19,0.85,0.13,0.14,0.08
new-thyroid__SMOTE_SGD,new-thyroid,1,_SMOTE,SGD,PCA,NONE,NONE,0.14,0.14,0.87,0.14,0.15,0.12
new-thyroid__Borderline1_RF,new-thyroid,1,_Borderline1,RF,PCA,NONE,NONE,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__Borderline1_KNN,new-thyroid,1,_Borderline1,KNN,PCA,NONE,NONE,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__Borderline1_DTREE,new-thyroid,1,_Borderline1,DTREE,PCA,NONE,NONE,0.14,0.14,0.87,0.14,0.14,0.14
new-thyroid__Borderline1_GNB,new-thyroid,1,_Borderline1,GNB,PCA,NONE,NONE,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__Borderline1_LRG,new-thyroid,1,_Borderline1,LRG,PCA,NONE,NONE,0.17,0.26,0.86,0.16,0.17,0.11
new-thyroid__Borderline1_ABC,new-thyroid,1,_Borderline1,ABC,PCA,NONE,NONE,0.12,0.12,0.87,0.12,0.13,0.11
new-thyroid__Borderline1_MLP,new-thyroid,1,_Borderline1,MLP,PCA,NONE,NONE,0.14,0.16,0.86,0.15,0.16,0.14
new-thyroid__Borderline1_QDA,new-thyroid,1,_Borderline1,QDA,PCA,NONE,NONE,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__Borderline1_SVM,new-thyroid,1,_Borderline1,SVM,PCA,NONE,NONE,0.17,0.21,0.85,0.12,0.12,0.05
new-thyroid__Borderline1_SGD,new-thyroid,1,_Borderline1,SGD,PCA,NONE,NONE,0.17,0.23,0.86,0.16,0.16,0.11
new-thyroid__Borderline2_RF,new-thyroid,1,_Borderline2,RF,PCA,NONE,NONE,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__Borderline2_KNN,new-thyroid,1,_Borderline2,KNN,PCA,NONE,NONE,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__Borderline2_DTREE,new-thyroid,1,_Borderline2,DTREE,PCA,NONE,NONE,0.10,0.14,0.87,0.12,0.14,0.13
new-thyroid__Borderline2_GNB,new-thyroid,1,_Borderline2,GNB,PCA,NONE,NONE,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__Borderline2_LRG,new-thyroid,1,_Borderline2,LRG,PCA,NONE,NONE,0.17,0.26,0.86,0.16,0.17,0.11
new-thyroid__Borderline2_ABC,new-thyroid,1,_Borderline2,ABC,PCA,NONE,NONE,0.10,0.14,0.88,0.12,0.14,0.13
new-thyroid__Borderline2_MLP,new-thyroid,1,_Borderline2,MLP,PCA,NONE,NONE,0.14,0.16,0.86,0.15,0.16,0.14
new-thyroid__Borderline2_QDA,new-thyroid,1,_Borderline2,QDA,PCA,NONE,NONE,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__Borderline2_SVM,new-thyroid,1,_Borderline2,SVM,PCA,NONE,NONE,0.17,0.21,0.85,0.12,0.12,0.05
new-thyroid__Borderline2_SGD,new-thyroid,1,_Borderline2,SGD,PCA,NONE,NONE,0.16,0.16,0.85,0.11,0.11,0.05
new-thyroid__smoteSVM_RF,new-thyroid,1,_smoteSVM,RF,PCA,NONE,NONE,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__smoteSVM_KNN,new-thyroid,1,_smoteSVM,KNN,PCA,NONE,NONE,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__smoteSVM_DTREE,new-thyroid,1,_smoteSVM,DTREE,PCA,NONE,NONE,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__smoteSVM_GNB,new-thyroid,1,_smoteSVM,GNB,PCA,NONE,NONE,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__smoteSVM_LRG,new-thyroid,1,_smoteSVM,LRG,PCA,NONE,NONE,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__smoteSVM_ABC,new-thyroid,1,_smoteSVM,ABC,PCA,NONE,NONE,0.17,0.28,0.86,0.18,0.19,0.14
new-thyroid__smoteSVM_MLP,new-thyroid,1,_smoteSVM,MLP,PCA,NONE,NONE,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__smoteSVM_QDA,new-thyroid,1,_smoteSVM,QDA,PCA,NONE,NONE,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__smoteSVM_SVM,new-thyroid,1,_smoteSVM,SVM,PCA,NONE,NONE,0.17,0.23,0.85,0.14,0.15,0.08
new-thyroid__smoteSVM_SGD,new-thyroid,1,_smoteSVM,SGD,PCA,NONE,NONE,0.14,0.14,0.87,0.14,0.15,0.12
new-thyroid__Geometric_SMOTE_RF,new-thyroid,1,_Geometric_SMOTE,RF,PCA,NONE,NONE,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__Geometric_SMOTE_KNN,new-thyroid,1,_Geometric_SMOTE,KNN,PCA,NONE,NONE,0.12,0.12,0.87,0.12,0.13,0.11
new-thyroid__Geometric_SMOTE_DTREE,new-thyroid,1,_Geometric_SMOTE,DTREE,PCA,NONE,NONE,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__Geometric_SMOTE_GNB,new-thyroid,1,_Geometric_SMOTE,GNB,PCA,NONE,NONE,0.14,0.14,0.87,0.14,0.15,0.12
new-thyroid__Geometric_SMOTE_LRG,new-thyroid,1,_Geometric_SMOTE,LRG,PCA,NONE,NONE,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__Geometric_SMOTE_ABC,new-thyroid,1,_Geometric_SMOTE,ABC,PCA,NONE,NONE,0.14,0.12,0.88,0.13,0.13,0.11
new-thyroid__Geometric_SMOTE_MLP,new-thyroid,1,_Geometric_SMOTE,MLP,PCA,NONE,NONE,0.14,0.12,0.87,0.13,0.13,0.11
new-thyroid__Geometric_SMOTE_QDA,new-thyroid,1,_Geometric_SMOTE,QDA,PCA,NONE,NONE,0.14,0.14,0.86,0.14,0.15,0.12
new-thyroid__Geometric_SMOTE_SVM,new-thyroid,1,_Geometric_SMOTE,SVM,PCA,NONE,NONE,0.16,0.19,0.85,0.13,0.14,0.08
new-thyroid__Geometric_SMOTE_SGD,new-thyroid,1,_Geometric_SMOTE,SGD,PCA,NONE,NONE,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__delaunay_PCA_area_1_RF,new-thyroid,1,_delaunay_area_1,RF,PCA,area,1,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_area_1_KNN,new-thyroid,1,_delaunay_area_1,KNN,PCA,area,1,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__delaunay_PCA_area_1_DTREE,new-thyroid,1,_delaunay_area_1,DTREE,PCA,area,1,0.12,0.12,0.87,0.12,0.13,0.11
new-thyroid__delaunay_PCA_area_1_GNB,new-thyroid,1,_delaunay_area_1,GNB,PCA,area,1,0.14,0.14,0.87,0.14,0.15,0.12
new-thyroid__delaunay_PCA_area_1_LRG,new-thyroid,1,_delaunay_area_1,LRG,PCA,area,1,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__delaunay_PCA_area_1_ABC,new-thyroid,1,_delaunay_area_1,ABC,PCA,area,1,0.11,0.14,0.86,0.12,0.15,0.11
new-thyroid__delaunay_PCA_area_1_MLP,new-thyroid,1,_delaunay_area_1,MLP,PCA,area,1,0.14,0.14,0.86,0.14,0.15,0.12
new-thyroid__delaunay_PCA_area_1_QDA,new-thyroid,1,_delaunay_area_1,QDA,PCA,area,1,0.14,0.14,0.86,0.14,0.15,0.12
new-thyroid__delaunay_PCA_area_1_SVM,new-thyroid,1,_delaunay_area_1,SVM,PCA,area,1,0.16,0.19,0.85,0.13,0.14,0.08
new-thyroid__delaunay_PCA_area_1_SGD,new-thyroid,1,_delaunay_area_1,SGD,PCA,area,1,0.14,0.14,0.86,0.14,0.15,0.12
new-thyroid__delaunay_PCA_area_4_RF,new-thyroid,1,_delaunay_area_4,RF,PCA,area,4,0.12,0.14,0.88,0.13,0.14,0.14
new-thyroid__delaunay_PCA_area_4_KNN,new-thyroid,1,_delaunay_area_4,KNN,PCA,area,4,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__delaunay_PCA_area_4_DTREE,new-thyroid,1,_delaunay_area_4,DTREE,PCA,area,4,0.12,0.12,0.87,0.12,0.13,0.11
new-thyroid__delaunay_PCA_area_4_GNB,new-thyroid,1,_delaunay_area_4,GNB,PCA,area,4,0.14,0.14,0.87,0.14,0.15,0.12
new-thyroid__delaunay_PCA_area_4_LRG,new-thyroid,1,_delaunay_area_4,LRG,PCA,area,4,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__delaunay_PCA_area_4_ABC,new-thyroid,1,_delaunay_area_4,ABC,PCA,area,4,0.14,0.12,0.87,0.13,0.13,0.11
new-thyroid__delaunay_PCA_area_4_MLP,new-thyroid,1,_delaunay_area_4,MLP,PCA,area,4,0.14,0.14,0.86,0.14,0.15,0.12
new-thyroid__delaunay_PCA_area_4_QDA,new-thyroid,1,_delaunay_area_4,QDA,PCA,area,4,0.14,0.14,0.86,0.14,0.15,0.12
new-thyroid__delaunay_PCA_area_4_SVM,new-thyroid,1,_delaunay_area_4,SVM,PCA,area,4,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__delaunay_PCA_area_4_SGD,new-thyroid,1,_delaunay_area_4,SGD,PCA,area,4,0.14,0.14,0.86,0.14,0.15,0.12
new-thyroid__delaunay_PCA_area_9_RF,new-thyroid,1,_delaunay_area_9,RF,PCA,area,9,0.12,0.14,0.88,0.13,0.14,0.14
new-thyroid__delaunay_PCA_area_9_KNN,new-thyroid,1,_delaunay_area_9,KNN,PCA,area,9,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__delaunay_PCA_area_9_DTREE,new-thyroid,1,_delaunay_area_9,DTREE,PCA,area,9,0.12,0.12,0.87,0.12,0.13,0.11
new-thyroid__delaunay_PCA_area_9_GNB,new-thyroid,1,_delaunay_area_9,GNB,PCA,area,9,0.14,0.14,0.87,0.14,0.15,0.12
new-thyroid__delaunay_PCA_area_9_LRG,new-thyroid,1,_delaunay_area_9,LRG,PCA,area,9,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__delaunay_PCA_area_9_ABC,new-thyroid,1,_delaunay_area_9,ABC,PCA,area,9,0.13,0.16,0.88,0.14,0.17,0.14
new-thyroid__delaunay_PCA_area_9_MLP,new-thyroid,1,_delaunay_area_9,MLP,PCA,area,9,0.14,0.14,0.86,0.14,0.15,0.12
new-thyroid__delaunay_PCA_area_9_QDA,new-thyroid,1,_delaunay_area_9,QDA,PCA,area,9,0.14,0.14,0.87,0.14,0.15,0.12
new-thyroid__delaunay_PCA_area_9_SVM,new-thyroid,1,_delaunay_area_9,SVM,PCA,area,9,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__delaunay_PCA_area_9_SGD,new-thyroid,1,_delaunay_area_9,SGD,PCA,area,9,0.03,0.14,0.92,0.05,0.09,0.07
new-thyroid__delaunay_PCA_volume_1_RF,new-thyroid,1,_delaunay_volume_1,RF,PCA,volume,1,0.12,0.14,0.88,0.13,0.14,0.14
new-thyroid__delaunay_PCA_volume_1_KNN,new-thyroid,1,_delaunay_volume_1,KNN,PCA,volume,1,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__delaunay_PCA_volume_1_DTREE,new-thyroid,1,_delaunay_volume_1,DTREE,PCA,volume,1,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_volume_1_GNB,new-thyroid,1,_delaunay_volume_1,GNB,PCA,volume,1,0.14,0.14,0.86,0.14,0.15,0.12
new-thyroid__delaunay_PCA_volume_1_LRG,new-thyroid,1,_delaunay_volume_1,LRG,PCA,volume,1,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__delaunay_PCA_volume_1_ABC,new-thyroid,1,_delaunay_volume_1,ABC,PCA,volume,1,0.11,0.14,0.86,0.12,0.15,0.11
new-thyroid__delaunay_PCA_volume_1_MLP,new-thyroid,1,_delaunay_volume_1,MLP,PCA,volume,1,0.14,0.14,0.86,0.14,0.15,0.12
new-thyroid__delaunay_PCA_volume_1_QDA,new-thyroid,1,_delaunay_volume_1,QDA,PCA,volume,1,0.14,0.14,0.86,0.14,0.15,0.12
new-thyroid__delaunay_PCA_volume_1_SVM,new-thyroid,1,_delaunay_volume_1,SVM,PCA,volume,1,0.17,0.23,0.86,0.16,0.16,0.11
new-thyroid__delaunay_PCA_volume_1_SGD,new-thyroid,1,_delaunay_volume_1,SGD,PCA,volume,1,0.12,0.14,1.00,0.13,0.14,0.14
new-thyroid__delaunay_PCA_volume_4_RF,new-thyroid,1,_delaunay_volume_4,RF,PCA,volume,4,0.12,0.12,0.87,0.12,0.13,0.11
new-thyroid__delaunay_PCA_volume_4_KNN,new-thyroid,1,_delaunay_volume_4,KNN,PCA,volume,4,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__delaunay_PCA_volume_4_DTREE,new-thyroid,1,_delaunay_volume_4,DTREE,PCA,volume,4,0.12,0.12,0.87,0.12,0.13,0.11
new-thyroid__delaunay_PCA_volume_4_GNB,new-thyroid,1,_delaunay_volume_4,GNB,PCA,volume,4,0.14,0.14,0.87,0.14,0.15,0.12
new-thyroid__delaunay_PCA_volume_4_LRG,new-thyroid,1,_delaunay_volume_4,LRG,PCA,volume,4,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__delaunay_PCA_volume_4_ABC,new-thyroid,1,_delaunay_volume_4,ABC,PCA,volume,4,0.12,0.14,0.88,0.13,0.14,0.14
new-thyroid__delaunay_PCA_volume_4_MLP,new-thyroid,1,_delaunay_volume_4,MLP,PCA,volume,4,0.14,0.14,0.86,0.14,0.15,0.12
new-thyroid__delaunay_PCA_volume_4_QDA,new-thyroid,1,_delaunay_volume_4,QDA,PCA,volume,4,0.14,0.14,0.86,0.14,0.15,0.12
new-thyroid__delaunay_PCA_volume_4_SVM,new-thyroid,1,_delaunay_volume_4,SVM,PCA,volume,4,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__delaunay_PCA_volume_4_SGD,new-thyroid,1,_delaunay_volume_4,SGD,PCA,volume,4,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__delaunay_PCA_volume_9_RF,new-thyroid,1,_delaunay_volume_9,RF,PCA,volume,9,0.12,0.14,0.88,0.13,0.14,0.14
new-thyroid__delaunay_PCA_volume_9_KNN,new-thyroid,1,_delaunay_volume_9,KNN,PCA,volume,9,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__delaunay_PCA_volume_9_DTREE,new-thyroid,1,_delaunay_volume_9,DTREE,PCA,volume,9,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_volume_9_GNB,new-thyroid,1,_delaunay_volume_9,GNB,PCA,volume,9,0.14,0.14,0.87,0.14,0.15,0.12
new-thyroid__delaunay_PCA_volume_9_LRG,new-thyroid,1,_delaunay_volume_9,LRG,PCA,volume,9,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__delaunay_PCA_volume_9_ABC,new-thyroid,1,_delaunay_volume_9,ABC,PCA,volume,9,0.08,0.14,0.88,0.10,0.13,0.13
new-thyroid__delaunay_PCA_volume_9_MLP,new-thyroid,1,_delaunay_volume_9,MLP,PCA,volume,9,0.14,0.14,0.86,0.14,0.15,0.12
new-thyroid__delaunay_PCA_volume_9_QDA,new-thyroid,1,_delaunay_volume_9,QDA,PCA,volume,9,0.14,0.14,0.86,0.14,0.15,0.12
new-thyroid__delaunay_PCA_volume_9_SVM,new-thyroid,1,_delaunay_volume_9,SVM,PCA,volume,9,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__delaunay_PCA_volume_9_SGD,new-thyroid,1,_delaunay_volume_9,SGD,PCA,volume,9,0.14,0.12,0.86,0.12,0.14,0.09
new-thyroid__delaunay_PCA_area_volume_ratio_1_RF,new-thyroid,1,_delaunay_area_volume_ratio_1,RF,PCA,area_volume_ratio,1,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_area_volume_ratio_1_KNN,new-thyroid,1,_delaunay_area_volume_ratio_1,KNN,PCA,area_volume_ratio,1,0.12,0.12,0.87,0.12,0.13,0.11
new-thyroid__delaunay_PCA_area_volume_ratio_1_DTREE,new-thyroid,1,_delaunay_area_volume_ratio_1,DTREE,PCA,area_volume_ratio,1,0.12,0.12,0.87,0.12,0.13,0.11
new-thyroid__delaunay_PCA_area_volume_ratio_1_GNB,new-thyroid,1,_delaunay_area_volume_ratio_1,GNB,PCA,area_volume_ratio,1,0.14,0.14,0.87,0.14,0.15,0.12
new-thyroid__delaunay_PCA_area_volume_ratio_1_LRG,new-thyroid,1,_delaunay_area_volume_ratio_1,LRG,PCA,area_volume_ratio,1,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__delaunay_PCA_area_volume_ratio_1_ABC,new-thyroid,1,_delaunay_area_volume_ratio_1,ABC,PCA,area_volume_ratio,1,0.14,0.12,0.87,0.13,0.13,0.11
new-thyroid__delaunay_PCA_area_volume_ratio_1_MLP,new-thyroid,1,_delaunay_area_volume_ratio_1,MLP,PCA,area_volume_ratio,1,0.14,0.14,0.86,0.14,0.15,0.12
new-thyroid__delaunay_PCA_area_volume_ratio_1_QDA,new-thyroid,1,_delaunay_area_volume_ratio_1,QDA,PCA,area_volume_ratio,1,0.14,0.14,0.86,0.14,0.15,0.12
new-thyroid__delaunay_PCA_area_volume_ratio_1_SVM,new-thyroid,1,_delaunay_area_volume_ratio_1,SVM,PCA,area_volume_ratio,1,0.16,0.21,0.85,0.14,0.14,0.08
new-thyroid__delaunay_PCA_area_volume_ratio_1_SGD,new-thyroid,1,_delaunay_area_volume_ratio_1,SGD,PCA,area_volume_ratio,1,0.14,0.12,0.86,0.12,0.14,0.09
new-thyroid__delaunay_PCA_area_volume_ratio_4_RF,new-thyroid,1,_delaunay_area_volume_ratio_4,RF,PCA,area_volume_ratio,4,0.12,0.14,0.88,0.13,0.14,0.14
new-thyroid__delaunay_PCA_area_volume_ratio_4_KNN,new-thyroid,1,_delaunay_area_volume_ratio_4,KNN,PCA,area_volume_ratio,4,0.12,0.12,0.87,0.12,0.13,0.11
new-thyroid__delaunay_PCA_area_volume_ratio_4_DTREE,new-thyroid,1,_delaunay_area_volume_ratio_4,DTREE,PCA,area_volume_ratio,4,0.12,0.12,0.87,0.12,0.13,0.11
new-thyroid__delaunay_PCA_area_volume_ratio_4_GNB,new-thyroid,1,_delaunay_area_volume_ratio_4,GNB,PCA,area_volume_ratio,4,0.14,0.14,0.87,0.14,0.15,0.12
new-thyroid__delaunay_PCA_area_volume_ratio_4_LRG,new-thyroid,1,_delaunay_area_volume_ratio_4,LRG,PCA,area_volume_ratio,4,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__delaunay_PCA_area_volume_ratio_4_ABC,new-thyroid,1,_delaunay_area_volume_ratio_4,ABC,PCA,area_volume_ratio,4,0.14,0.14,0.86,0.14,0.15,0.12
new-thyroid__delaunay_PCA_area_volume_ratio_4_MLP,new-thyroid,1,_delaunay_area_volume_ratio_4,MLP,PCA,area_volume_ratio,4,0.14,0.14,0.87,0.14,0.15,0.12
new-thyroid__delaunay_PCA_area_volume_ratio_4_QDA,new-thyroid,1,_delaunay_area_volume_ratio_4,QDA,PCA,area_volume_ratio,4,0.14,0.14,0.87,0.14,0.15,0.12
new-thyroid__delaunay_PCA_area_volume_ratio_4_SVM,new-thyroid,1,_delaunay_area_volume_ratio_4,SVM,PCA,area_volume_ratio,4,0.16,0.19,0.85,0.13,0.14,0.08
new-thyroid__delaunay_PCA_area_volume_ratio_4_SGD,new-thyroid,1,_delaunay_area_volume_ratio_4,SGD,PCA,area_volume_ratio,4,0.14,0.14,0.86,0.14,0.15,0.12
new-thyroid__delaunay_PCA_area_volume_ratio_9_RF,new-thyroid,1,_delaunay_area_volume_ratio_9,RF,PCA,area_volume_ratio,9,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_area_volume_ratio_9_KNN,new-thyroid,1,_delaunay_area_volume_ratio_9,KNN,PCA,area_volume_ratio,9,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__delaunay_PCA_area_volume_ratio_9_DTREE,new-thyroid,1,_delaunay_area_volume_ratio_9,DTREE,PCA,area_volume_ratio,9,0.12,0.12,0.87,0.12,0.13,0.11
new-thyroid__delaunay_PCA_area_volume_ratio_9_GNB,new-thyroid,1,_delaunay_area_volume_ratio_9,GNB,PCA,area_volume_ratio,9,0.14,0.14,0.87,0.14,0.15,0.12
new-thyroid__delaunay_PCA_area_volume_ratio_9_LRG,new-thyroid,1,_delaunay_area_volume_ratio_9,LRG,PCA,area_volume_ratio,9,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__delaunay_PCA_area_volume_ratio_9_ABC,new-thyroid,1,_delaunay_area_volume_ratio_9,ABC,PCA,area_volume_ratio,9,0.00,0.02,0.84,0.01,0.00,0.00
new-thyroid__delaunay_PCA_area_volume_ratio_9_MLP,new-thyroid,1,_delaunay_area_volume_ratio_9,MLP,PCA,area_volume_ratio,9,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__delaunay_PCA_area_volume_ratio_9_QDA,new-thyroid,1,_delaunay_area_volume_ratio_9,QDA,PCA,area_volume_ratio,9,0.14,0.14,0.86,0.14,0.15,0.12
new-thyroid__delaunay_PCA_area_volume_ratio_9_SVM,new-thyroid,1,_delaunay_area_volume_ratio_9,SVM,PCA,area_volume_ratio,9,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__delaunay_PCA_area_volume_ratio_9_SGD,new-thyroid,1,_delaunay_area_volume_ratio_9,SGD,PCA,area_volume_ratio,9,0.14,0.12,0.86,0.12,0.14,0.09
new-thyroid__delaunay_PCA_edge_ratio_1_RF,new-thyroid,1,_delaunay_edge_ratio_1,RF,PCA,edge_ratio,1,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_edge_ratio_1_KNN,new-thyroid,1,_delaunay_edge_ratio_1,KNN,PCA,edge_ratio,1,0.12,0.12,0.87,0.12,0.13,0.11
new-thyroid__delaunay_PCA_edge_ratio_1_DTREE,new-thyroid,1,_delaunay_edge_ratio_1,DTREE,PCA,edge_ratio,1,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_edge_ratio_1_GNB,new-thyroid,1,_delaunay_edge_ratio_1,GNB,PCA,edge_ratio,1,0.14,0.14,0.87,0.14,0.15,0.12
new-thyroid__delaunay_PCA_edge_ratio_1_LRG,new-thyroid,1,_delaunay_edge_ratio_1,LRG,PCA,edge_ratio,1,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__delaunay_PCA_edge_ratio_1_ABC,new-thyroid,1,_delaunay_edge_ratio_1,ABC,PCA,edge_ratio,1,0.14,0.12,0.87,0.13,0.13,0.11
new-thyroid__delaunay_PCA_edge_ratio_1_MLP,new-thyroid,1,_delaunay_edge_ratio_1,MLP,PCA,edge_ratio,1,0.14,0.14,0.87,0.14,0.15,0.12
new-thyroid__delaunay_PCA_edge_ratio_1_QDA,new-thyroid,1,_delaunay_edge_ratio_1,QDA,PCA,edge_ratio,1,0.14,0.14,0.87,0.14,0.15,0.12
new-thyroid__delaunay_PCA_edge_ratio_1_SVM,new-thyroid,1,_delaunay_edge_ratio_1,SVM,PCA,edge_ratio,1,0.16,0.21,0.85,0.14,0.14,0.08
new-thyroid__delaunay_PCA_edge_ratio_1_SGD,new-thyroid,1,_delaunay_edge_ratio_1,SGD,PCA,edge_ratio,1,0.14,0.12,0.87,0.12,0.14,0.09
new-thyroid__delaunay_PCA_edge_ratio_4_RF,new-thyroid,1,_delaunay_edge_ratio_4,RF,PCA,edge_ratio,4,0.12,0.14,0.88,0.13,0.14,0.14
new-thyroid__delaunay_PCA_edge_ratio_4_KNN,new-thyroid,1,_delaunay_edge_ratio_4,KNN,PCA,edge_ratio,4,0.12,0.12,0.87,0.12,0.13,0.11
new-thyroid__delaunay_PCA_edge_ratio_4_DTREE,new-thyroid,1,_delaunay_edge_ratio_4,DTREE,PCA,edge_ratio,4,0.14,0.14,0.87,0.14,0.14,0.14
new-thyroid__delaunay_PCA_edge_ratio_4_GNB,new-thyroid,1,_delaunay_edge_ratio_4,GNB,PCA,edge_ratio,4,0.14,0.14,0.87,0.14,0.15,0.12
new-thyroid__delaunay_PCA_edge_ratio_4_LRG,new-thyroid,1,_delaunay_edge_ratio_4,LRG,PCA,edge_ratio,4,0.15,0.14,0.86,0.13,0.14,0.10
new-thyroid__delaunay_PCA_edge_ratio_4_ABC,new-thyroid,1,_delaunay_edge_ratio_4,ABC,PCA,edge_ratio,4,0.09,0.12,0.86,0.09,0.14,0.09
new-thyroid__delaunay_PCA_edge_ratio_4_MLP,new-thyroid,1,_delaunay_edge_ratio_4,MLP,PCA,edge_ratio,4,0.14,0.12,0.87,0.13,0.13,0.11
new-thyroid__delaunay_PCA_edge_ratio_4_QDA,new-thyroid,1,_delaunay_edge_ratio_4,QDA,PCA,edge_ratio,4,0.14,0.14,0.87,0.14,0.15,0.12
new-thyroid__delaunay_PCA_edge_ratio_4_SVM,new-thyroid,1,_delaunay_edge_ratio_4,SVM,PCA,edge_ratio,4,0.16,0.19,0.85,0.13,0.14,0.08
new-thyroid__delaunay_PCA_edge_ratio_4_SGD,new-thyroid,1,_delaunay_edge_ratio_4,SGD,PCA,edge_ratio,4,0.02,0.14,0.88,0.04,0.06,0.02
new-thyroid__delaunay_PCA_edge_ratio_9_RF,new-thyroid,1,_delaunay_edge_ratio_9,RF,PCA,edge_ratio,9,0.12,0.14,0.87,0.13,0.14,0.14
new-thyroid__delaunay_PCA_edge_ratio_9_KNN,new-thyroid,1,_delaunay_edge_ratio_9,KNN,PCA,edge_ratio,9,0.14,0.12,0.86,0.13,0.13,0.11
new-thyroid__delaunay_PCA_edge_ratio_9_DTREE,new-thyroid,1,_delaunay_edge_ratio_9,DTREE,PCA,edge_ratio,9,0.14,0.14,0.87,0.14,0.14,0.14
new-thyroid__delaunay_PCA_edge_ratio_9_GNB,new-thyroid,1,_delaunay_edge_ratio_9,GNB,PCA,edge_ratio,9,0.14,0.12,0.87,0.13,0.13,0.11
